,JPN01-SolarGrid-post2016_exo,JPN02-SolarGrid-post2016_exo,JPN03-SolarGrid-post2016_exo,JPN04-SolarGrid-post2016_exo,JPN05-SolarGrid-post2016_exo,JPN06-SolarGrid-post2016_exo,JPN07-SolarGrid-post2016_exo,JPN08-SolarGrid-post2016_exo,JPN09-SolarGrid-post2016_exo,JPN01-OnshoreWind-post2016_exo,JPN02-OnshoreWind-post2016_exo,JPN03-OnshoreWind-post2016_exo,JPN04-OnshoreWind-post2016_exo,JPN05-OnshoreWind-post2016_exo,JPN06-OnshoreWind-post2016_exo,JPN07-OnshoreWind-post2016_exo,JPN08-OnshoreWind-post2016_exo,JPN09-OnshoreWind-post2016_exo,JPN01-SolarGrid-pre2016_exo,JPN02-SolarGrid-pre2016_exo,JPN03-SolarGrid-pre2016_exo,JPN04-SolarGrid-pre2016_exo,JPN05-SolarGrid-pre2016_exo,JPN06-SolarGrid-pre2016_exo,JPN07-SolarGrid-pre2016_exo,JPN08-SolarGrid-pre2016_exo,JPN09-SolarGrid-pre2016_exo,JPN01-OnshoreWind-pre2016_exo,JPN02-OnshoreWind-pre2016_exo,JPN03-OnshoreWind-pre2016_exo,JPN04-OnshoreWind-pre2016_exo,JPN05-OnshoreWind-pre2016_exo,JPN06-OnshoreWind-pre2016_exo,JPN07-OnshoreWind-pre2016_exo,JPN08-OnshoreWind-pre2016_exo,JPN09-OnshoreWind-pre2016_exo
2883,0,0,0,0,0,0,0,0,0,0.436,0.604,0.267,0.342,0.159,0.143,0.303,0.427,0.231,0,0,0,0,0,0,0,0,0,0.436,0.604,0.267,0.342,0.159,0.143,0.303,0.427,0.231
2884,0.008,0,0,0,0,0,0,0,0,0.425,0.52,0.244,0.285,0.217,0.106,0.337,0.332,0.219,0.008,0,0,0,0,0,0,0,0,0.425,0.52,0.244,0.285,0.217,0.106,0.337,0.332,0.219
2885,0.115,0.052,0.012,0.016,0.031,0.014,0.01,0.019,0.003,0.404,0.381,0.222,0.231,0.203,0.046,0.42,0.379,0.221,0.115,0,0.012,0.016,0.031,0.014,0.01,0.019,0.003,0.404,0.381,0.222,0.231,0.203,0.046,0.42,0.379,0.221
2886,0.33,0.221,0.084,0.2,0.182,0.149,0.141,0.175,0.087,0.375,0.308,0.156,0.184,0.138,0.018,0.394,0.332,0.171,0.33,0.052,0.084,0.2,0.182,0.149,0.141,0.175,0.087,0.375,0.308,0.156,0.184,0.138,0.018,0.394,0.332,0.171
2887,0.542,0.48,0.258,0.471,0.396,0.392,0.365,0.41,0.298,0.315,0.284,0.111,0.13,0.051,0.018,0.227,0.19,0.131,0.542,0.221,0.258,0.471,0.396,0.392,0.365,0.41,0.298,0.315,0.284,0.111,0.13,0.051,0.018,0.227,0.19,0.131
2888,0.737,0.728,0.41,0.701,0.624,0.632,0.615,0.646,0.518,0.318,0.344,0.089,0.06,0.058,0.014,0.409,0.142,0.173,0.737,0.48,0.41,0.701,0.624,0.632,0.615,0.646,0.518,0.318,0.344,0.089,0.06,0.058,0.014,0.409,0.142,0.173
2889,0.832,0.837,0.508,0.857,0.8,0.815,0.796,0.836,0.717,0.321,0.443,0.089,0.063,0.101,0.032,0.417,0.142,0.239,0.832,0.728,0.508,0.857,0.8,0.815,0.796,0.836,0.717,0.321,0.443,0.089,0.063,0.101,0.032,0.417,0.142,0.239
2890,0.855,0.874,0.652,0.94,0.911,0.918,0.887,0.935,0.86,0.216,0.441,0.044,0.104,0.21,0.037,0.39,0.237,0.329,0.855,0.837,0.652,0.94,0.911,0.918,0.887,0.935,0.86,0.216,0.441,0.044,0.104,0.21,0.037,0.39,0.237,0.329
2891,0.828,0.906,0.775,0.965,0.954,0.96,0.903,0.969,0.922,0.169,0.434,0.022,0.146,0.362,0.037,0.371,0.379,0.387,0.828,0.874,0.775,0.965,0.954,0.96,0.903,0.969,0.922,0.169,0.434,0.022,0.146,0.362,0.037,0.371,0.379,0.387
2892,0.765,0.842,0.82,0.95,0.882,0.942,0.867,0.969,0.916,0.169,0.421,0.022,0.225,0.594,0.092,0.333,0.332,0.422,0.765,0.906,0.82,0.95,0.882,0.942,0.867,0.969,0.916,0.169,0.421,0.022,0.225,0.594,0.092,0.333,0.332,0.422
2893,0.676,0.757,0.782,0.867,0.657,0.864,0.837,0.938,0.863,0.156,0.404,0.044,0.323,0.587,0.088,0.295,0.474,0.46,0.676,0.842,0.782,0.867,0.657,0.864,0.837,0.938,0.863,0.156,0.404,0.044,0.323,0.587,0.088,0.295,0.474,0.46
2894,0.549,0.59,0.656,0.738,0.416,0.721,0.752,0.84,0.788,0.115,0.427,0.044,0.342,0.341,0.106,0.239,0.569,0.472,0.549,0.757,0.656,0.738,0.416,0.721,0.752,0.84,0.788,0.115,0.427,0.044,0.342,0.341,0.106,0.239,0.569,0.472
2895,0.359,0.312,0.443,0.549,0.225,0.484,0.598,0.665,0.63,0.144,0.584,0.044,0.351,0.507,0.124,0.216,0.616,0.462,0.359,0.59,0.443,0.549,0.225,0.484,0.598,0.665,0.63,0.144,0.584,0.044,0.351,0.507,0.124,0.216,0.616,0.462
2896,0.188,0.122,0.216,0.298,0.147,0.243,0.397,0.399,0.427,0.113,0.413,0.111,0.459,0.471,0.194,0.095,0.616,0.417,0.188,0.312,0.216,0.298,0.147,0.243,0.397,0.399,0.427,0.113,0.413,0.111,0.459,0.471,0.194,0.095,0.616,0.417
2897,0.048,0.028,0.058,0.078,0.112,0.077,0.184,0.156,0.21,0.092,0.211,0.111,0.535,0.217,0.198,0.08,0.711,0.173,0.048,0.122,0.058,0.078,0.112,0.077,0.184,0.156,0.21,0.092,0.211,0.111,0.535,0.217,0.198,0.08,0.711,0.173
2898,0,0.001,0.002,0.002,0.017,0.008,0.025,0.019,0.037,0.062,0.271,0.178,0.623,0.167,0.364,0.045,0.758,0.166,0,0.028,0.002,0.002,0.017,0.008,0.025,0.019,0.037,0.062,0.271,0.178,0.623,0.167,0.364,0.045,0.758,0.166
2899,0,0,0,0,0,0,0,0,0,0.044,0.415,0.222,0.649,0.145,0.452,0.03,0.616,0.133,0,0.001,0,0,0,0,0,0,0,0.044,0.415,0.222,0.649,0.145,0.452,0.03,0.616,0.133
2900,0,0,0,0,0,0,0,0,0,0.049,0.483,0.289,0.475,0.21,0.382,0.011,0.521,0.093,0,0,0,0,0,0,0,0,0,0.049,0.483,0.289,0.475,0.21,0.382,0.011,0.521,0.093
2901,0,0,0,0,0,0,0,0,0,0.077,0.51,0.333,0.396,0.174,0.41,0.004,0.427,0.093,0,0,0,0,0,0,0,0,0,0.077,0.51,0.333,0.396,0.174,0.41,0.004,0.427,0.093
2902,0,0,0,0,0,0,0,0,0,0.09,0.533,0.4,0.402,0.152,0.396,0.011,0.332,0.068,0,0,0,0,0,0,0,0,0,0.09,0.533,0.4,0.402,0.152,0.396,0.011,0.332,0.068
2903,0,0,0,0,0,0,0,0,0,0.088,0.612,0.356,0.373,0.152,0.378,0.011,0.332,0.038,0,0,0,0,0,0,0,0,0,0.088,0.612,0.356,0.373,0.152,0.378,0.011,0.332,0.038
2904,0,0,0,0,0,0,0,0,0,0.1,0.567,0.311,0.424,0.123,0.396,0.008,0.379,0.018,0,0,0,0,0,0,0,0,0,0.1,0.567,0.311,0.424,0.123,0.396,0.008,0.379,0.018
2905,0,0,0,0,0,0,0,0,0,0.121,0.513,0.333,0.408,0.13,0.336,0.011,0.379,0.015,0,0,0,0,0,0,0,0,0,0.121,0.513,0.333,0.408,0.13,0.336,0.011,0.379,0.015
2906,0,0,0,0,0,0,0,0,0,0.114,0.509,0.311,0.563,0.109,0.341,0.011,0.427,0.013,0,0,0,0,0,0,0,0,0,0.114,0.509,0.311,0.563,0.109,0.341,0.011,0.427,0.013
2907,0,0,0,0,0,0,0,0,0,0.097,0.566,0.333,0.56,0.065,0.332,0.008,0.427,0.018,0,0,0,0,0,0,0,0,0,0.097,0.566,0.333,0.56,0.065,0.332,0.008,0.427,0.018
2908,0.009,0.002,0,0,0,0,0,0,0,0.074,0.507,0.333,0.497,0.014,0.3,0.008,0.379,0.01,0.009,0,0,0,0,0,0,0,0,0.074,0.507,0.333,0.497,0.014,0.3,0.008,0.379,0.01
2909,0.106,0.057,0.03,0.024,0.034,0.016,0.012,0.019,0.003,0.048,0.45,0.311,0.44,0.007,0.336,0.008,0.332,0.018,0.106,0.002,0.03,0.024,0.034,0.016,0.012,0.019,0.003,0.048,0.45,0.311,0.44,0.007,0.336,0.008,0.332,0.018
2910,0.279,0.216,0.179,0.213,0.191,0.154,0.146,0.179,0.091,0.037,0.382,0.333,0.38,0.014,0.346,0.008,0.284,0.035,0.279,0.057,0.179,0.213,0.191,0.154,0.146,0.179,0.091,0.037,0.382,0.333,0.38,0.014,0.346,0.008,0.284,0.035
2911,0.517,0.414,0.415,0.483,0.404,0.396,0.373,0.422,0.293,0.05,0.321,0.289,0.354,0.014,0.323,0.004,0.284,0.043,0.517,0.216,0.415,0.483,0.404,0.396,0.373,0.422,0.293,0.05,0.321,0.289,0.354,0.014,0.323,0.004,0.284,0.043
2912,0.756,0.625,0.631,0.714,0.624,0.636,0.615,0.665,0.493,0.084,0.337,0.311,0.491,0.029,0.355,0.053,0.19,0.033,0.756,0.414,0.631,0.714,0.624,0.636,0.615,0.665,0.493,0.084,0.337,0.311,0.491,0.029,0.355,0.053,0.19,0.033
2913,0.894,0.763,0.794,0.871,0.808,0.817,0.79,0.851,0.667,0.112,0.359,0.311,0.532,0.072,0.378,0.053,0.142,0.108,0.894,0.625,0.794,0.871,0.808,0.817,0.79,0.851,0.667,0.112,0.359,0.311,0.532,0.072,0.378,0.053,0.142,0.108
2914,0.948,0.869,0.893,0.951,0.89,0.918,0.908,0.95,0.813,0.137,0.411,0.311,0.509,0.116,0.456,0.015,0.19,0.141,0.948,0.763,0.893,0.951,0.89,0.918,0.908,0.95,0.813,0.137,0.411,0.311,0.509,0.116,0.456,0.015,0.19,0.141
2915,0.956,0.908,0.948,0.979,0.947,0.964,0.961,0.98,0.892,0.237,0.418,0.333,0.468,0.109,0.442,0.064,0.19,0.106,0.956,0.869,0.948,0.979,0.947,0.964,0.961,0.98,0.892,0.237,0.418,0.333,0.468,0.109,0.442,0.064,0.19,0.106
2916,0.924,0.898,0.936,0.959,0.95,0.956,0.968,0.98,0.92,0.279,0.469,0.311,0.421,0.094,0.415,0.076,0.237,0.07,0.924,0.908,0.936,0.959,0.95,0.956,0.968,0.98,0.92,0.279,0.469,0.311,0.421,0.094,0.415,0.076,0.237,0.07
2917,0.841,0.835,0.85,0.913,0.901,0.904,0.913,0.946,0.868,0.314,0.476,0.289,0.37,0.087,0.415,0.072,0.19,0.158,0.841,0.898,0.85,0.913,0.901,0.904,0.913,0.946,0.868,0.314,0.476,0.289,0.37,0.087,0.415,0.072,0.19,0.158
2918,0.7,0.735,0.703,0.797,0.783,0.784,0.804,0.843,0.789,0.355,0.469,0.289,0.367,0.08,0.382,0.072,0.142,0.108,0.7,0.835,0.703,0.797,0.783,0.784,0.804,0.843,0.789,0.355,0.469,0.289,0.367,0.08,0.382,0.072,0.142,0.108
2919,0.486,0.557,0.502,0.605,0.596,0.593,0.628,0.657,0.64,0.366,0.42,0.289,0.402,0.072,0.313,0.057,0.142,0.191,0.486,0.735,0.502,0.605,0.596,0.593,0.628,0.657,0.64,0.366,0.42,0.289,0.402,0.072,0.313,0.057,0.142,0.191
2920,0.269,0.295,0.265,0.346,0.37,0.356,0.386,0.414,0.413,0.353,0.35,0.267,0.361,0.072,0.24,0.027,0.095,0.121,0.269,0.557,0.265,0.346,0.37,0.356,0.386,0.414,0.413,0.353,0.35,0.267,0.361,0.072,0.24,0.027,0.095,0.121
2921,0.07,0.081,0.077,0.108,0.15,0.13,0.168,0.171,0.2,0.361,0.332,0.244,0.259,0.029,0.212,0.03,0.142,0.048,0.07,0.295,0.077,0.108,0.15,0.13,0.168,0.171,0.2,0.361,0.332,0.244,0.259,0.029,0.212,0.03,0.142,0.048
2922,0,0.002,0.003,0.004,0.019,0.011,0.024,0.023,0.039,0.344,0.303,0.2,0.203,0.007,0.152,0.023,0.095,0.073,0,0.081,0.003,0.004,0.019,0.011,0.024,0.023,0.039,0.344,0.303,0.2,0.203,0.007,0.152,0.023,0.095,0.073
2923,0,0,0,0,0,0,0,0,0,0.354,0.271,0.2,0.139,0,0.111,0.053,0.095,0.063,0,0.002,0,0,0,0,0,0,0,0.354,0.271,0.2,0.139,0,0.111,0.053,0.095,0.063
2924,0,0,0,0,0,0,0,0,0,0.356,0.27,0.2,0.057,0,0.092,0.087,0.047,0.033,0,0,0,0,0,0,0,0,0,0.356,0.27,0.2,0.057,0,0.092,0.087,0.047,0.033
2925,0,0,0,0,0,0,0,0,0,0.344,0.243,0.178,0.022,0,0.032,0.14,0.047,0.033,0,0,0,0,0,0,0,0,0,0.344,0.243,0.178,0.022,0,0.032,0.14,0.047,0.033
2926,0,0,0,0,0,0,0,0,0,0.352,0.274,0.156,0.016,0,0.032,0.261,0.142,0.07,0,0,0,0,0,0,0,0,0,0.352,0.274,0.156,0.016,0,0.032,0.261,0.142,0.07
2927,0,0,0,0,0,0,0,0,0,0.394,0.274,0.133,0.025,0.007,0.055,0.326,0.19,0.128,0,0,0,0,0,0,0,0,0,0.394,0.274,0.133,0.025,0.007,0.055,0.326,0.19,0.128
2928,0,0,0,0,0,0,0,0,0,0.387,0.267,0.111,0.028,0.029,0.06,0.356,0.332,0.143,0,0,0,0,0,0,0,0,0,0.387,0.267,0.111,0.028,0.029,0.06,0.356,0.332,0.143
2929,0,0,0,0,0,0,0,0,0,0.386,0.223,0.089,0.038,0.043,0.097,0.265,0.427,0.186,0,0,0,0,0,0,0,0,0,0.386,0.223,0.089,0.038,0.043,0.097,0.265,0.427,0.186
2930,0,0,0,0,0,0,0,0,0,0.411,0.219,0.067,0.041,0.13,0.129,0.216,0.332,0.171,0,0,0,0,0,0,0,0,0,0.411,0.219,0.067,0.041,0.13,0.129,0.216,0.332,0.171
2931,0,0,0,0,0,0,0,0,0,0.45,0.229,0.067,0.073,0.203,0.152,0.231,0.332,0.153,0,0,0,0,0,0,0,0,0,0.45,0.229,0.067,0.073,0.203,0.152,0.231,0.332,0.153
2932,0.011,0.003,0,0,0,0,0,0,0,0.466,0.251,0.067,0.066,0.174,0.166,0.239,0.237,0.128,0.011,0,0,0,0,0,0,0,0,0.466,0.251,0.067,0.066,0.174,0.166,0.239,0.237,0.128
2933,0.124,0.069,0.03,0.025,0.035,0.016,0.013,0.019,0.003,0.462,0.225,0.067,0.032,0.123,0.198,0.205,0.237,0.146,0.124,0.003,0.03,0.025,0.035,0.016,0.013,0.019,0.003,0.462,0.225,0.067,0.032,0.123,0.198,0.205,0.237,0.146
2934,0.321,0.266,0.179,0.205,0.194,0.151,0.148,0.175,0.085,0.462,0.189,0.044,0.019,0.072,0.194,0.186,0.142,0.173,0.321,0.069,0.179,0.205,0.194,0.151,0.148,0.175,0.085,0.462,0.189,0.044,0.019,0.072,0.194,0.186,0.142,0.173
2935,0.504,0.493,0.417,0.472,0.393,0.396,0.365,0.407,0.285,0.436,0.177,0.022,0.009,0.072,0.147,0.087,0.142,0.168,0.504,0.266,0.417,0.472,0.393,0.396,0.365,0.407,0.285,0.436,0.177,0.022,0.009,0.072,0.147,0.087,0.142,0.168
2936,0.572,0.688,0.634,0.704,0.631,0.636,0.592,0.65,0.505,0.448,0.226,0.022,0.016,0.123,0.184,0.011,0.19,0.153,0.572,0.493,0.634,0.704,0.631,0.636,0.592,0.65,0.505,0.448,0.226,0.022,0.016,0.123,0.184,0.011,0.19,0.153
2937,0.545,0.809,0.8,0.857,0.663,0.811,0.759,0.821,0.693,0.454,0.239,0.022,0.041,0.152,0.235,0.004,0.19,0.281,0.545,0.688,0.8,0.857,0.663,0.811,0.759,0.821,0.693,0.454,0.239,0.022,0.041,0.152,0.235,0.004,0.19,0.281
2938,0.566,0.876,0.899,0.912,0.793,0.91,0.871,0.923,0.814,0.427,0.247,0.022,0.047,0.217,0.221,0.095,0.237,0.296,0.566,0.809,0.899,0.912,0.793,0.91,0.871,0.923,0.814,0.427,0.247,0.022,0.047,0.217,0.221,0.095,0.237,0.296
2939,0.599,0.888,0.876,0.941,0.899,0.951,0.885,0.942,0.863,0.43,0.244,0.044,0.066,0.217,0.249,0.17,0.237,0.294,0.599,0.876,0.876,0.941,0.899,0.951,0.885,0.942,0.863,0.43,0.244,0.044,0.066,0.217,0.249,0.17,0.237,0.294
2940,0.601,0.817,0.744,0.923,0.901,0.926,0.859,0.931,0.867,0.455,0.267,0.067,0.095,0.261,0.249,0.174,0.237,0.322,0.601,0.888,0.744,0.923,0.901,0.926,0.859,0.931,0.867,0.455,0.267,0.067,0.095,0.261,0.249,0.174,0.237,0.322
2941,0.609,0.717,0.707,0.831,0.865,0.813,0.804,0.893,0.772,0.481,0.313,0.089,0.111,0.333,0.221,0.102,0.19,0.266,0.609,0.817,0.707,0.831,0.865,0.813,0.804,0.893,0.772,0.481,0.313,0.089,0.111,0.333,0.221,0.102,0.19,0.266
2942,0.541,0.575,0.649,0.699,0.722,0.665,0.705,0.79,0.626,0.487,0.311,0.111,0.133,0.312,0.249,0.015,0.237,0.246,0.541,0.717,0.649,0.699,0.722,0.665,0.705,0.79,0.626,0.487,0.311,0.111,0.133,0.312,0.249,0.015,0.237,0.246
2943,0.37,0.435,0.471,0.555,0.533,0.515,0.538,0.604,0.421,0.478,0.311,0.133,0.136,0.225,0.253,0.144,0.237,0.241,0.37,0.575,0.471,0.555,0.533,0.515,0.538,0.604,0.421,0.478,0.311,0.133,0.136,0.225,0.253,0.144,0.237,0.241
2944,0.207,0.227,0.247,0.335,0.341,0.306,0.304,0.38,0.21,0.471,0.303,0.156,0.104,0.072,0.267,0.034,0.284,0.158,0.207,0.435,0.247,0.335,0.341,0.306,0.304,0.38,0.21,0.471,0.303,0.156,0.104,0.072,0.267,0.034,0.284,0.158
2945,0.055,0.076,0.074,0.103,0.153,0.109,0.114,0.133,0.083,0.471,0.327,0.156,0.092,0.029,0.249,0.042,0.284,0.095,0.055,0.227,0.074,0.103,0.153,0.109,0.114,0.133,0.083,0.471,0.327,0.156,0.092,0.029,0.249,0.042,0.284,0.095
2946,0.001,0.003,0.003,0.004,0.019,0.01,0.015,0.015,0.009,0.466,0.303,0.178,0.089,0.029,0.29,0.023,0.284,0.101,0.001,0.076,0.003,0.004,0.019,0.01,0.015,0.015,0.009,0.466,0.303,0.178,0.089,0.029,0.29,0.023,0.284,0.101
2947,0,0,0,0,0.001,0,0,0,0,0.449,0.221,0.178,0.101,0.022,0.346,0.064,0.332,0.126,0,0.003,0,0,0.001,0,0,0,0,0.449,0.221,0.178,0.101,0.022,0.346,0.064,0.332,0.126
2948,0,0,0,0,0,0,0,0,0,0.422,0.195,0.178,0.079,0.014,0.295,0.148,0.332,0.151,0,0,0,0,0,0,0,0,0,0.422,0.195,0.178,0.079,0.014,0.295,0.148,0.332,0.151
2949,0,0,0,0,0,0,0,0,0,0.38,0.198,0.156,0.054,0.043,0.35,0.159,0.332,0.188,0,0,0,0,0,0,0,0,0,0.38,0.198,0.156,0.054,0.043,0.35,0.159,0.332,0.188
2950,0,0,0,0,0,0,0,0,0,0.392,0.191,0.156,0.044,0.065,0.309,0.189,0.332,0.188,0,0,0,0,0,0,0,0,0,0.392,0.191,0.156,0.044,0.065,0.309,0.189,0.332,0.188
2951,0,0,0,0,0,0,0,0,0,0.408,0.215,0.156,0.028,0.072,0.226,0.159,0.332,0.216,0,0,0,0,0,0,0,0,0,0.408,0.215,0.156,0.028,0.072,0.226,0.159,0.332,0.216
2952,0,0,0,0,0,0,0,0,0,0.418,0.272,0.133,0.019,0.087,0.18,0.125,0.237,0.219,0,0,0,0,0,0,0,0,0,0.418,0.272,0.133,0.019,0.087,0.18,0.125,0.237,0.219
2953,0,0,0,0,0,0,0,0,0,0.416,0.29,0.133,0.016,0.08,0.129,0.11,0.19,0.206,0,0,0,0,0,0,0,0,0,0.416,0.29,0.133,0.016,0.08,0.129,0.11,0.19,0.206
2954,0,0,0,0,0,0,0,0,0,0.424,0.281,0.133,0.009,0.087,0.115,0.11,0.142,0.183,0,0,0,0,0,0,0,0,0,0.424,0.281,0.133,0.009,0.087,0.115,0.11,0.142,0.183
2955,0,0,0,0,0,0,0,0,0,0.441,0.329,0.156,0.013,0.101,0.12,0.117,0.142,0.178,0,0,0,0,0,0,0,0,0,0.441,0.329,0.156,0.013,0.101,0.12,0.117,0.142,0.178
2956,0.011,0.003,0,0,0,0,0,0,0,0.443,0.323,0.133,0.009,0.138,0.106,0.106,0.142,0.191,0.011,0,0,0,0,0,0,0,0,0.443,0.323,0.133,0.009,0.138,0.106,0.106,0.142,0.191
2957,0.125,0.069,0.032,0.03,0.037,0.016,0.012,0.011,0,0.443,0.326,0.156,0.022,0.145,0.097,0.102,0.19,0.209,0.125,0.003,0.032,0.03,0.037,0.016,0.012,0.011,0,0.443,0.326,0.156,0.022,0.145,0.097,0.102,0.19,0.209
2958,0.252,0.266,0.181,0.199,0.197,0.131,0.106,0.076,0.015,0.434,0.291,0.111,0.019,0.152,0.065,0.117,0.19,0.224,0.252,0.069,0.181,0.199,0.197,0.131,0.106,0.076,0.015,0.434,0.291,0.111,0.019,0.152,0.065,0.117,0.19,0.224
2959,0.411,0.498,0.411,0.456,0.414,0.342,0.252,0.285,0.061,0.415,0.231,0.089,0.025,0.152,0.037,0.057,0.19,0.209,0.411,0.266,0.411,0.456,0.414,0.342,0.252,0.285,0.061,0.415,0.231,0.089,0.025,0.152,0.037,0.057,0.19,0.209
2960,0.565,0.731,0.627,0.684,0.635,0.566,0.447,0.502,0.137,0.42,0.29,0.067,0.022,0.13,0.046,0.045,0.142,0.161,0.565,0.498,0.627,0.684,0.635,0.566,0.447,0.502,0.137,0.42,0.29,0.067,0.022,0.13,0.046,0.045,0.142,0.161
2961,0.618,0.847,0.79,0.84,0.803,0.738,0.62,0.672,0.225,0.418,0.367,0.067,0.016,0.13,0.074,0.045,0.142,0.286,0.618,0.731,0.79,0.84,0.803,0.738,0.62,0.672,0.225,0.418,0.367,0.067,0.016,0.13,0.074,0.045,0.142,0.286
2962,0.636,0.929,0.892,0.922,0.904,0.848,0.764,0.798,0.312,0.419,0.397,0.067,0.013,0.152,0.115,0.034,0.237,0.296,0.636,0.847,0.892,0.922,0.904,0.848,0.764,0.798,0.312,0.419,0.397,0.067,0.013,0.152,0.115,0.034,0.237,0.296
2963,0.597,0.944,0.932,0.955,0.947,0.889,0.84,0.851,0.374,0.406,0.415,0.067,0.025,0.123,0.134,0.045,0.284,0.309,0.597,0.929,0.932,0.955,0.947,0.889,0.84,0.851,0.374,0.406,0.415,0.067,0.025,0.123,0.134,0.045,0.284,0.309
2964,0.479,0.923,0.913,0.934,0.938,0.875,0.844,0.87,0.315,0.408,0.428,0.089,0.032,0.072,0.189,0.045,0.332,0.359,0.479,0.944,0.913,0.934,0.938,0.875,0.844,0.87,0.315,0.408,0.428,0.089,0.032,0.072,0.189,0.045,0.332,0.359
2965,0.406,0.852,0.833,0.882,0.896,0.816,0.781,0.821,0.237,0.406,0.428,0.089,0.073,0.08,0.235,0.057,0.379,0.377,0.406,0.923,0.833,0.882,0.896,0.816,0.781,0.821,0.237,0.406,0.428,0.089,0.073,0.08,0.235,0.057,0.379,0.377
2966,0.319,0.711,0.688,0.764,0.745,0.705,0.674,0.688,0.158,0.429,0.419,0.133,0.108,0.051,0.267,0.034,0.427,0.397,0.319,0.852,0.688,0.764,0.745,0.705,0.674,0.688,0.158,0.429,0.419,0.133,0.108,0.051,0.267,0.034,0.427,0.397
2967,0.239,0.518,0.492,0.565,0.551,0.543,0.492,0.49,0.09,0.444,0.4,0.133,0.108,0.014,0.267,0.045,0.379,0.379,0.239,0.711,0.492,0.565,0.551,0.543,0.492,0.49,0.09,0.444,0.4,0.133,0.108,0.014,0.267,0.045,0.379,0.379
2968,0.143,0.278,0.261,0.324,0.343,0.331,0.278,0.27,0.05,0.425,0.404,0.133,0.104,0.007,0.235,0.201,0.332,0.359,0.143,0.518,0.261,0.324,0.343,0.331,0.278,0.27,0.05,0.425,0.404,0.133,0.104,0.007,0.235,0.201,0.332,0.359
2969,0.044,0.085,0.077,0.095,0.132,0.118,0.114,0.103,0.022,0.417,0.386,0.156,0.089,0,0.267,0.318,0.284,0.397,0.044,0.278,0.077,0.095,0.132,0.118,0.114,0.103,0.022,0.417,0.386,0.156,0.089,0,0.267,0.318,0.284,0.397
2970,0.001,0.003,0.003,0.004,0.016,0.011,0.017,0.015,0.003,0.41,0.321,0.156,0.098,0,0.332,0.337,0.332,0.415,0.001,0.085,0.003,0.004,0.016,0.011,0.017,0.015,0.003,0.41,0.321,0.156,0.098,0,0.332,0.337,0.332,0.415
2971,0,0,0,0,0.001,0,0,0,0,0.388,0.32,0.156,0.085,0.022,0.3,0.36,0.379,0.445,0,0.003,0,0,0.001,0,0,0,0,0.388,0.32,0.156,0.085,0.022,0.3,0.36,0.379,0.445
2972,0,0,0,0,0,0,0,0,0,0.383,0.362,0.156,0.057,0.08,0.318,0.379,0.427,0.415,0,0,0,0,0,0,0,0,0,0.383,0.362,0.156,0.057,0.08,0.318,0.379,0.427,0.415
2973,0,0,0,0,0,0,0,0,0,0.339,0.376,0.178,0.035,0.13,0.313,0.352,0.427,0.445,0,0,0,0,0,0,0,0,0,0.339,0.376,0.178,0.035,0.13,0.313,0.352,0.427,0.445
2974,0,0,0,0,0,0,0,0,0,0.317,0.349,0.2,0.022,0.196,0.24,0.303,0.427,0.485,0,0,0,0,0,0,0,0,0,0.317,0.349,0.2,0.022,0.196,0.24,0.303,0.427,0.485
2975,0,0,0,0,0,0,0,0,0,0.283,0.328,0.178,0.019,0.152,0.23,0.318,0.427,0.5,0,0,0,0,0,0,0,0,0,0.283,0.328,0.178,0.019,0.152,0.23,0.318,0.427,0.5
2976,0,0,0,0,0,0,0,0,0,0.287,0.355,0.156,0.025,0.116,0.272,0.424,0.427,0.482,0,0,0,0,0,0,0,0,0,0.287,0.355,0.156,0.025,0.116,0.272,0.424,0.427,0.482
2977,0,0,0,0,0,0,0,0,0,0.266,0.378,0.156,0.022,0.145,0.323,0.398,0.427,0.525,0,0,0,0,0,0,0,0,0,0.266,0.378,0.156,0.022,0.145,0.323,0.398,0.427,0.525
2978,0,0,0,0,0,0,0,0,0,0.259,0.426,0.156,0.032,0.196,0.35,0.428,0.427,0.518,0,0,0,0,0,0,0,0,0,0.259,0.426,0.156,0.032,0.196,0.35,0.428,0.427,0.518
2979,0,0,0,0,0,0,0,0,0,0.22,0.467,0.178,0.051,0.21,0.35,0.47,0.427,0.475,0,0,0,0,0,0,0,0,0,0.22,0.467,0.178,0.051,0.21,0.35,0.47,0.427,0.475
2980,0.011,0.004,0,0,0,0,0,0,0,0.121,0.45,0.178,0.089,0.196,0.304,0.462,0.379,0.523,0.011,0,0,0,0,0,0,0,0,0.121,0.45,0.178,0.089,0.196,0.304,0.462,0.379,0.523
2981,0.11,0.075,0.034,0.025,0.042,0.011,0.009,0.011,0.001,0.067,0.415,0.156,0.054,0.174,0.29,0.523,0.427,0.553,0.11,0.004,0.034,0.025,0.042,0.011,0.009,0.011,0.001,0.067,0.415,0.156,0.054,0.174,0.29,0.523,0.427,0.553
2982,0.251,0.245,0.184,0.163,0.199,0.1,0.066,0.095,0.033,0.078,0.385,0.133,0.044,0.152,0.332,0.576,0.474,0.588,0.251,0.075,0.184,0.163,0.199,0.1,0.066,0.095,0.033,0.078,0.385,0.133,0.044,0.152,0.332,0.576,0.474,0.588
